city,avgCoveredCharges,averagePayments
AHOSKIE,14567,5427
ASHEBORO,14310,5100
ASHEVILLE,11744,5389
BOONE,12115,5941
BURLINGTON,10314,5013
CARY,23895,5026
CHAPEL HILL,11640,8444
CHARLOTTE,15140,5827
CLINTON,13235,5015
CLYDE,7606,4466
CONCORD,10906,5210
DUNN,13374,6031
DURHAM,18798,7204
EDEN,8671,4988
ELIZABETH CITY,15804,5766
ELKIN,14969,5063
FAYETTEVILLE,24414,5937
GASTONIA,12430,5258
GOLDSBORO,10151,5660
GREENSBORO,11598,5777
GREENVILLE,17607,7232
HAMLET,18281,5005
HENDERSON,10409,5518
HENDERSONVILLE,11190,4827
HICKORY,23058,4533
HIGH POINT,13952,5230
JACKSONVILLE,15699,5131
KINGS MOUNTAIN,13452,4787
KINSTON,10788,5241
LAURINBURG,13740,5203
LENOIR,13633,4999
LINCOLNTON,20506,5464
LOUISBURG,17978,6079
LUMBERTON,14991,6180
MATTHEWS,14289,4559
MONROE,9337,5461
MOREHEAD CITY,11585,6046
MOUNT AIRY,11066,5177
NEW BERN,9999,5866
NORTH WILKESBOR,8566,4690
PINEHURST,13850,5179
RALEIGH,18403,5217
ROANOKE RAPIDS,12712,5236
ROCKY MOUNT,13897,5905
RUTHERFORDTON,11355,5066
SALISBURY,16209,4875
SANFORD,18901,4853
SHELBY,15293,5103
SMITHFIELD,20244,5916
STATESVILLE,15701,5092
TARBORO,15204,5706
WADESBORO,13016,5834
WASHINGTON,6610,4937
WHITEVILLE,11980,5286
WILMINGTON,13871,5921
WILSON,21941,5309
WINSTON-SALEM,12138,6702
