city,avgCoveredCharges,averagePayments
ASHEVILLE,44382,19913
CHAPEL HILL,56320,32733
CHARLOTTE,81498,22409
CONCORD,48414,19054
DURHAM,67370,24055
FAYETTEVILLE,65616,22218
GASTONIA,53350,20904
GOLDSBORO,38545,22942
GREENSBORO,42639,22059
GREENVILLE,71561,28385
HENDERSONVILLE,46052,16973
HICKORY,105345,17694
HIGH POINT,50732,19261
HUNTERSVILLE,66233,17716
LAURINBURG,66140,21801
LENOIR,45815,19007
MONROE,57415,21722
MOORESVILLE,77781,17856
NEW BERN,71781,26138
PINEHURST,63632,23051
RALEIGH,76401,19687
ROCKY MOUNT,46974,22855
SALISBURY,52366,18851
SMITHFIELD,88228,24301
STATESVILLE,91468,20445
SYLVA,49915,19916
WILMINGTON,47402,20460
WILSON,61895,19431
WINSTON-SALEM,60392,26740
