city,avgCoveredCharges,averagePayments
AHOSKIE,32261,13112
ALBEMARLE,39704,14373
ASHEBORO,34412,12976
ASHEVILLE,41991,15874
BOONE,33582,17083
BURLINGTON,23740,13559
CARY,66660,16357
CHAPEL HILL,45346,24593
CHARLOTTE,46282,16799
CLYDE,27364,12587
CONCORD,35670,15352
DUNN,36841,14846
DURHAM,72463,21773
EDEN,35197,13839
ELIZABETH CITY,68446,24369
FAYETTEVILLE,84980,18582
GASTONIA,39877,14196
GOLDSBORO,30744,15586
GREENSBORO,30374,15647
GREENVILLE,48968,19312
HENDERSON,28034,14039
HENDERSONVILLE,33212,12978
HICKORY,59615,13359
HIGH POINT,46398,16486
JACKSONVILLE,41539,15185
KINSTON,27792,13805
LAURINBURG,50998,15344
LENOIR,30310,12072
LUMBERTON,45456,16698
MARION,20780,13724
MATTHEWS,50580,12707
MONROE,22645,14855
MOORESVILLE,74416,13529
MOREHEAD CITY,33057,15433
MORGANTON,50375,13211
NEW BERN,31964,15770
NORTH WILKESBOR,28556,12407
PINEHURST,39041,13707
RALEIGH,59872,15827
ROANOKE RAPIDS,37962,13664
ROCKY MOUNT,36932,15354
RUTHERFORDTON,36451,14833
SALISBURY,43995,14118
SANFORD,50220,12664
SHELBY,39651,13866
SMITHFIELD,68196,14847
STATESVILLE,65379,14642
SUPPLY,36043,13764
SYLVA,34936,16451
TARBORO,42206,13781
THOMASVILLE,32443,17441
VALDESE,47212,11529
WHITEVILLE,28760,14029
WILLIAMSTON,61464,12420
WILMINGTON,41004,15982
WILSON,51463,15195
WINSTON-SALEM,45653,19876
