city,avgCoveredCharges,averagePayments
ATHENS,12400,4753
BARTLETT,35413,5099
BRISTOL,11682,4560
CELINA,4906,5737
CHATTANOOGA,15932,4833
CLARKSVILLE,16212,5083
CLEVELAND,23413,4710
COLUMBIA,9732,4943
COOKEVILLE,12910,4905
COVINGTON,13205,6460
CROSSVILLE,12511,4835
DICKSON,14962,4879
DYERSBURG,18413,4507
ELIZABETHTON,14196,4554
ETOWAH,6968,4081
FRANKLIN,13382,4523
GALLATIN,17464,5753
GREENEVILLE,11560,4947
HARRIMAN,7219,4610
HENDERSONVILLE,25721,4849
HERMITAGE,23295,5042
HUMBOLDT,5951,4454
JACKSON,12860,4935
JAMESTOWN,15705,4470
JASPER,18191,5026
JEFFERSON CITY,13353,4132
JELLICO,9429,6602
JOHNSON CITY,20904,4799
KINGSPORT,16502,4669
KNOXVILLE,13610,4697
LA FOLLETTE,13836,4492
LAWRENCEBURG,13195,4484
LEBANON,21473,5127
LENOIR CITY,14470,4150
LEXINGTON,17331,4656
LINDEN,7932,4935
LIVINGSTON,11811,4660
MANCHESTER,8096,4761
MARTIN,20784,4627
MARYVILLE,19595,4826
MC KENZIE,15714,4183
MC MINNVILLE,16085,5061
MEMPHIS,20339,5968
MORRISTOWN,13824,4560
MURFREESBORO,14503,4808
NASHVILLE,18298,5422
NEWPORT,9785,4972
OAK RIDGE,12974,4293
PARIS,12565,4251
PARSONS,4799,4685
PULASKI,19473,5505
SAVANNAH,10786,6057
SELMER,21587,5091
SEVIERVILLE,12174,4638
SHELBYVILLE,9228,4732
SMYRNA,15300,5623
SPRINGFIELD,10574,5247
SWEETWATER,12606,4515
TAZEWELL,9545,4423
TULLAHOMA,17572,4732
UNION CITY,10150,4409
WAYNESBORO,6366,4929
WINCHESTER,16997,4627
