city,avgCoveredCharges,averagePayments
ATHENS,20080,7360
BARTLETT,49960,8972
BRISTOL,25692,8057
CHATTANOOGA,34047,8925
CLARKSVILLE,39684,8759
CLEVELAND,39153,8239
COLUMBIA,15251,8136
COOKEVILLE,19874,8408
CROSSVILLE,21365,8284
DICKSON,29670,8788
DYERSBURG,39379,7344
ELIZABETHTON,31752,8184
ERWIN,11795,7808
ETOWAH,21581,7214
FRANKLIN,26773,8399
GALLATIN,29814,9535
GREENEVILLE,19556,7947
HARRIMAN,14949,7593
HENDERSONVILLE,47590,8734
HERMITAGE,35056,8622
HUMBOLDT,7933,8072
JACKSON,21366,8793
JAMESTOWN,21234,7555
JEFFERSON CITY,22184,7674
JELLICO,13669,9986
JOHNSON CITY,41968,9087
KINGSPORT,24198,8097
KNOXVILLE,25711,8389
LA FOLLETTE,24101,7694
LAWRENCEBURG,23301,8112
LEBANON,33090,8707
LENOIR CITY,22086,7330
LEXINGTON,35879,8185
LINDEN,12170,7982
LIVINGSTON,26316,8456
MANCHESTER,10548,8125
MARTIN,31516,8029
MARYVILLE,32586,7826
MC MINNVILLE,32375,8976
MEMPHIS,37817,10318
MORRISTOWN,26166,8187
MURFREESBORO,25298,8426
NASHVILLE,36743,9464
OAK RIDGE,22088,7489
PARIS,18509,6975
PARSONS,7304,7762
PULASKI,16993,8692
ROGERSVILLE,16279,8715
SAVANNAH,15548,9993
SEVIERVILLE,24386,8241
SHELBYVILLE,23756,8000
SMITHVILLE,12464,8916
SMYRNA,24922,8008
SPARTA,25597,9666
SPRINGFIELD,20056,9173
SWEETWATER,20671,7904
TAZEWELL,15458,7851
TULLAHOMA,33215,9781
UNION CITY,15362,7324
WAYNESBORO,10581,8719
WINCHESTER,26267,8162
