city,avgCoveredCharges,averagePayments
ATHENS,11774,3868
BARTLETT,28040,4080
BRISTOL,11953,3999
BROWNSVILLE,7220,5148
CARTHAGE,13541,4662
CELINA,6662,4939
CHATTANOOGA,16686,4669
CLARKSVILLE,17030,4337
CLEVELAND,21744,4073
COLUMBIA,11432,4521
COOKEVILLE,9602,4340
COVINGTON,11424,5642
CROSSVILLE,14256,4191
DICKSON,14700,4322
DYERSBURG,22002,3835
ELIZABETHTON,13834,4057
ERWIN,4436,3944
ETOWAH,9568,3646
FAYETTEVILLE,8088,4316
FRANKLIN,11292,3876
GALLATIN,13386,4345
GREENEVILLE,14973,5123
HARRIMAN,8188,4099
HENDERSONVILLE,24062,4310
HERMITAGE,24954,4566
HUMBOLDT,5100,3869
HUNTINGDON,10008,3824
JACKSON,14580,4363
JAMESTOWN,13306,3826
JASPER,13996,4511
JEFFERSON CITY,11963,3548
JELLICO,7476,4895
JOHNSON CITY,15597,4283
KINGSPORT,14067,4089
KNOXVILLE,12823,4303
LA FOLLETTE,11374,3844
LAWRENCEBURG,11780,4350
LEBANON,21365,4516
LEXINGTON,21221,4080
LINDEN,6211,4207
LIVINGSTON,13407,4296
MARTIN,18586,3962
MARYVILLE,14126,3678
MC KENZIE,20816,3878
MC MINNVILLE,18798,4421
MEMPHIS,18746,4877
MORRISTOWN,15124,4092
MURFREESBORO,13888,4269
NASHVILLE,17510,4569
NEWPORT,10554,4250
OAK RIDGE,11266,4320
PARIS,11924,3617
PARSONS,4887,4057
PULASKI,13641,4746
SELMER,19665,4410
SEVIERVILLE,12384,4145
SHELBYVILLE,12935,4038
SMYRNA,13908,4330
SOMERVILLE,20353,4124
SPARTA,21254,4644
SPRINGFIELD,11816,4675
SWEETWATER,10619,3876
TAZEWELL,7637,4018
TRENTON,6976,3564
TULLAHOMA,17411,4070
UNION CITY,9298,3750
WAYNESBORO,7874,4334
WINCHESTER,14568,4086
