city,avgCoveredCharges,averagePayments
ATHENS,25768,6566
BARTLETT,28034,6853
BRISTOL,18184,6325
CHATTANOOGA,24118,7735
CLARKSVILLE,32195,7091
CLEVELAND,38135,6761
COLUMBIA,11552,6606
COOKEVILLE,14841,6836
CROSSVILLE,23401,7218
DICKSON,30120,7239
DYERSBURG,35007,6173
ELIZABETHTON,26723,6567
FRANKLIN,21046,6382
GALLATIN,21046,7462
GREENEVILLE,12357,5950
HARRIMAN,14104,6581
HENDERSONVILLE,32690,6931
HERMITAGE,29638,6728
HUMBOLDT,9002,6321
JACKSON,15089,7131
JEFFERSON CITY,23842,5817
JOHNSON CITY,23427,6592
KINGSPORT,21651,6463
KNOXVILLE,16406,6589
LA FOLLETTE,17681,6130
LAWRENCEBURG,24238,7161
LEBANON,30830,7358
LEXINGTON,44208,6833
LIVINGSTON,16740,6395
MANCHESTER,8944,6689
MARTIN,27896,6347
MARYVILLE,25477,6578
MC MINNVILLE,31290,7224
MEMPHIS,32733,7646
MORRISTOWN,30589,6815
MURFREESBORO,23290,6966
NASHVILLE,27171,7411
OAK RIDGE,13864,5821
PARIS,16010,6037
PARSONS,6856,6653
ROGERSVILLE,10225,6191
SPRINGFIELD,14877,7132
TULLAHOMA,28952,6840
UNION CITY,10589,5958
WAYNESBORO,8922,7274
WINCHESTER,23854,6711
