city,avgCoveredCharges,averagePayments
BRISTOL,26140,7561
CHATTANOOGA,35674,8359
CLARKSVILLE,37576,7945
CLEVELAND,41645,7341
COLUMBIA,16280,7696
COOKEVILLE,21450,7909
CROSSVILLE,31530,8261
DICKSON,24821,7858
DYERSBURG,30429,7143
ELIZABETHTON,45319,7639
ERWIN,9721,7012
FRANKLIN,18114,6877
GALLATIN,19457,7898
GREENEVILLE,20161,7082
HARRIMAN,17044,7144
HENDERSONVILLE,30088,7396
HERMITAGE,39332,7921
JACKSON,31879,7640
JAMESTOWN,18709,6774
JEFFERSON CITY,21842,6240
JELLICO,14030,8543
JOHNSON CITY,50290,8804
KINGSPORT,29986,7402
KNOXVILLE,24543,7416
LA FOLLETTE,20919,6700
LAWRENCEBURG,21008,6894
LEBANON,27960,7557
LENOIR CITY,14344,6418
LIVINGSTON,27802,7248
MANCHESTER,10788,6901
MARTIN,27902,6783
MARYVILLE,30140,6617
MEMPHIS,36869,9263
MORRISTOWN,18761,7058
MURFREESBORO,26274,7397
NASHVILLE,34424,8264
NEWPORT,16864,7565
OAK RIDGE,21593,6937
PARIS,22294,6510
PULASKI,17422,7987
ROGERSVILLE,14212,7968
SEVIERVILLE,20543,7268
SHELBYVILLE,27703,7253
SMITHVILLE,10920,7191
SMYRNA,25690,7627
SPARTA,31101,8513
SPRINGFIELD,23676,8022
TAZEWELL,18175,7368
TULLAHOMA,29029,7240
UNION CITY,11779,6426
