city,avgCoveredCharges,averagePayments
BARTLETT,39262,6432
BOLIVAR,5959,7189
BRISTOL,18771,6189
CHATTANOOGA,23059,6380
CLARKSVILLE,39364,6822
CLEVELAND,34020,6184
COLUMBIA,11643,6448
COOKEVILLE,16418,6693
CROSSVILLE,16354,6488
DICKSON,23616,6654
DYERSBURG,34167,5662
ERWIN,8990,5809
ETOWAH,11422,5284
FAYETTEVILLE,10381,6449
FRANKLIN,16014,6019
GALLATIN,23400,6836
GREENEVILLE,16386,6637
HENDERSONVILLE,40832,7694
HERMITAGE,25628,6594
JACKSON,15326,6900
JAMESTOWN,18611,5318
JASPER,29866,6749
JEFFERSON CITY,17575,5502
JELLICO,14176,7847
JOHNSON CITY,24225,7063
KINGSPORT,22654,6518
KNOXVILLE,17113,6500
LA FOLLETTE,11368,6477
LAWRENCEBURG,21653,6047
LEBANON,33600,6729
LENOIR CITY,13565,5474
LEXINGTON,36523,6217
LIVINGSTON,20608,6310
MC KENZIE,26102,5476
MEMPHIS,27367,8002
MORRISTOWN,14768,6352
MURFREESBORO,22599,6774
NASHVILLE,29222,7311
NEWPORT,18221,6935
OAK RIDGE,17602,5761
PARIS,13445,5209
PULASKI,14328,7042
ROGERSVILLE,11889,6888
SAVANNAH,13750,8017
SEVIERVILLE,15947,6382
SHELBYVILLE,23013,6416
SMYRNA,20737,6238
SPARTA,17022,6956
SPRINGFIELD,14911,7134
TAZEWELL,11105,5919
TULLAHOMA,23356,6505
UNION CITY,16772,5685
WINCHESTER,20012,6360
