city,avgCoveredCharges,averagePayments
ATHENS,13219,4515
BARTLETT,24868,4467
BRISTOL,11317,4432
CARTHAGE,13463,5290
CHATTANOOGA,18655,5019
CLARKSVILLE,20109,4752
CLEVELAND,22977,4450
COLUMBIA,10346,4734
COOKEVILLE,10895,4642
CROSSVILLE,18453,5088
DICKSON,11690,4690
DYERSBURG,25895,4307
ELIZABETHTON,16100,4494
ETOWAH,8129,4021
FRANKLIN,12620,4312
GALLATIN,14548,4885
GREENEVILLE,11762,4283
HARRIMAN,4762,4438
HERMITAGE,23013,4942
JACKSON,18027,4734
JAMESTOWN,14209,4204
JASPER,14723,4968
JEFFERSON CITY,10631,3876
JOHNSON CITY,16597,4481
KINGSPORT,12795,4507
KNOXVILLE,13228,4548
LEBANON,20610,4853
LEXINGTON,29113,4486
LIVINGSTON,15293,4475
MARTIN,22343,4180
MARYVILLE,14538,4081
MC KENZIE,23182,4332
MC MINNVILLE,17918,4873
MEMPHIS,26344,5967
MORRISTOWN,14213,4551
MURFREESBORO,15684,4692
NASHVILLE,21768,5222
NEWPORT,11730,4337
OAK RIDGE,8895,4105
PARIS,12784,4038
PULASKI,11442,5065
SELMER,19083,4948
SEVIERVILLE,14330,4491
SHELBYVILLE,20580,4505
SMYRNA,14431,4991
SPRINGFIELD,11800,4953
SWEETWATER,10210,4252
TULLAHOMA,18637,4500
UNION CITY,13565,4136
WAYNESBORO,8474,4795
WINCHESTER,13619,4551
