city,avgCoveredCharges,averagePayments
ABERDEEN,12597,4564
ANACORTES,8506,4472
AUBURN,15123,4781
BELLEVUE,13033,4088
BELLINGHAM,18783,4950
BREMERTON,21894,5010
BURIEN,16912,4636
CENTRALIA,19575,5802
EDMONDS,19842,4771
EVERETT,17058,5084
FEDERAL WAY,22666,4952
GIG HARBOR,23552,5767
KENNEWICK,15203,4645
KIRKLAND,17117,4369
LAKEWOOD,20566,4940
LONGVIEW,17852,4887
MOSES LAKE,8997,5048
MOUNT VERNON,21300,5130
OLYMPIA,22739,4742
PORT ANGELES,8106,4402
PUYALLUP,23458,4725
RENTON,14935,5356
RICHLAND,15228,4826
SEATTLE,16313,6141
SPOKANE,12948,4651
TACOMA,24791,5308
VANCOUVER,15453,4936
WALLA WALLA,9705,4326
WENATCHEE,10629,4387
YAKIMA,11874,4711
