city,avgCoveredCharges,averagePayments
ABERDEEN,19396,7423
ANACORTES,11830,7380
AUBURN,25267,8022
BELLEVUE,17243,7057
BELLINGHAM,32072,8770
BREMERTON,24638,7602
BURIEN,26254,7774
CENTRALIA,28415,8459
EDMONDS,25294,7837
EVERETT,22324,7994
FEDERAL WAY,38373,7822
GIG HARBOR,43555,10730
KENNEWICK,25392,7633
KIRKLAND,23327,7374
LAKEWOOD,36361,8251
LONGVIEW,20959,7777
MONROE,12326,7818
MOSES LAKE,15179,8029
MOUNT VERNON,27103,7683
OLYMPIA,30070,8745
PORT ANGELES,12344,7340
PUYALLUP,42595,8407
RENTON,23956,8429
RICHLAND,18915,7270
SEATTLE,24650,9175
SPOKANE,18823,7758
TACOMA,30961,8591
TOPPENISH,22024,8322
VANCOUVER,24038,8211
WALLA WALLA,19389,7211
WENATCHEE,18076,7856
YAKIMA,16752,7890
