city,avgCoveredCharges,averagePayments
ABERDEEN,16588,6465
ANACORTES,10447,6600
ARLINGTON,15617,7818
AUBURN,24776,6906
BELLEVUE,17013,6098
BELLINGHAM,19226,6829
BREMERTON,24868,6687
BURIEN,21560,6761
CENTRALIA,22008,7977
EDMONDS,26725,6837
EVERETT,18317,6821
FEDERAL WAY,31368,7033
GIG HARBOR,35096,8757
KENNEWICK,19635,6813
KIRKLAND,23881,6887
LAKEWOOD,32818,7060
LONGVIEW,17851,6959
MONROE,13579,7392
MOSES LAKE,13011,7166
MOUNT VERNON,24794,6748
OLYMPIA,22511,7056
PORT ANGELES,11501,6551
PUYALLUP,29407,7314
RENTON,18086,7658
RICHLAND,17511,6825
SEATTLE,23199,8191
SPOKANE,17526,6971
TACOMA,32156,7447
TOPPENISH,22782,8752
VANCOUVER,20167,7222
WALLA WALLA,16808,5955
WENATCHEE,16069,6638
YAKIMA,18284,6947
