city,avgCoveredCharges,averagePayments
ABERDEEN,14924,6608
AUBURN,23611,6919
BELLEVUE,18034,6169
BELLINGHAM,25190,7072
BREMERTON,24738,6761
BURIEN,25540,7053
CENTRALIA,19577,7337
EDMONDS,27581,7568
EVERETT,21347,7200
FEDERAL WAY,27697,6990
GIG HARBOR,26433,7827
KENNEWICK,28886,7660
KIRKLAND,21708,6499
LAKEWOOD,28540,6893
LONGVIEW,20160,6980
MONROE,13047,7344
MOSES LAKE,9911,7238
MOUNT VERNON,26629,6893
OLYMPIA,26298,6906
PORT ANGELES,11939,6596
PUYALLUP,31998,6768
RENTON,19150,7744
RICHLAND,19464,6661
SEATTLE,23360,8661
SPOKANE,19270,7170
TACOMA,29766,7951
VANCOUVER,19767,7245
WALLA WALLA,16922,6293
WENATCHEE,17608,6955
YAKIMA,15928,7085
