city,avgCoveredCharges,averagePayments
ABERDEEN,78604,14006
ANACORTES,31460,13955
ARLINGTON,37489,16271
AUBURN,62683,14574
BELLEVUE,45672,13444
BELLINGHAM,37299,15119
BREMERTON,60944,15598
BURIEN,55447,14135
CENTRALIA,68524,15812
EDMONDS,51275,15013
EVERETT,51576,15635
FEDERAL WAY,76710,16808
GIG HARBOR,71391,15346
KENNEWICK,41231,14732
KIRKLAND,43858,14419
LAKEWOOD,76632,14690
LONGVIEW,29546,15275
MONROE,40473,15421
MOSES LAKE,37601,16283
MOUNT VERNON,43124,14483
OLYMPIA,60739,14705
PORT ANGELES,25675,14188
PUYALLUP,89101,14950
RENTON,58788,16453
RICHLAND,41354,14105
SEATTLE,52579,17130
SPOKANE,55219,15296
TACOMA,80100,17050
VANCOUVER,40012,15591
WALLA WALLA,44801,13498
WENATCHEE,39205,14434
YAKIMA,39784,15220
