city,avgCoveredCharges,averagePayments
ABINGTON,90038,13518
ALLENTOWN,72676,14950
ALTOONA,28104,11249
BEAVER,22529,11311
BETHLEHEM,66252,13391
BRADFORD,20860,11390
BRYN MAWR,108059,14362
BUTLER,25947,10187
CAMP HILL,41369,9808
CANONSBURG,22369,9286
CARLISLE,43456,10646
CHAMBERSBURG,29110,11605
COATESVILLE,81622,12388
DANVILLE,63715,18514
DARBY,80669,16710
DOYLESTOWN,49240,11349
DREXEL HILL,138909,14730
EAST STROUDSBUR,36004,13848
EASTON,66889,13238
EPHRATA,43473,10424
ERIE,54221,11854
GETTYSBURG,26114,11806
GREENSBURG,28481,10899
GREENVILLE,31812,10780
HANOVER,17855,12349
HARRISBURG,23524,13259
HAZLETON,50557,11663
HERSHEY,34958,17662
HONESDALE,20716,12360
INDIANA,17322,10545
JOHNSTOWN,25847,13298
LANCASTER,37485,11694
LANGHORNE,48992,12491
LANSDALE,53136,10904
LATROBE,23839,11502
LEBANON,36394,11845
LEWISBURG,11258,8933
LITITZ,27836,11384
MC KEESPORT,42041,15771
MEADOWBROOK,89269,12477
MEADVILLE,22207,12187
MEDIA,106206,14240
MONONGAHELA,27817,10067
MONROEVILLE,27554,10843
MOUNT PLEASANT,25211,9736
NATRONA,29261,11091
NEW CASTLE,19838,11692
NORRISTOWN,92608,15335
PAOLI,86554,12242
PHILA,39226,13140
PHILADELPHIA,86039,16671
PHOENIXVILLE,95712,12166
PITTSBURGH,50675,13357
POTTSTOWN,109091,12713
POTTSVILLE,25734,12262
READING,42088,14207
SAYRE,39411,13206
SCRANTON,37864,12082
SELLERSVILLE,49812,11582
SENECA,22373,10607
SEWICKLEY,22951,10539
SHARON,21930,11798
SOMERSET,24208,10878
STATE COLLEGE,35967,10756
UNIONTOWN,15918,11334
UPLAND,232552,17314
WASHINGTON,28085,12859
WELLSBORO,19519,14009
WEST CHESTER,51168,12274
WEST GROVE,63800,11464
WILKES BARRE,44696,13206
WILKES-BARRE,46236,11429
WILLIAMSPORT,33090,12302
WYNNEWOOD,98871,13838
YORK,26657,14668
