city,avgCoveredCharges,averagePayments
ABINGTON,56333,7646
ALLENTOWN,43720,8414
ALTOONA,19697,6551
BEAVER,17604,7045
BETHLEHEM,49006,7823
BRADFORD,9061,6401
BRISTOL,68590,7072
BRYN MAWR,53720,7184
BUTLER,19956,5963
CAMP HILL,27606,5845
CARBONDALE,14167,6188
CARLISLE,22310,6118
CHAMBERSBURG,24838,7069
CLARION,9854,6744
CLEARFIELD,13024,6316
COALDALE,25205,7430
COATESVILLE,51104,6944
DANVILLE,38446,10441
DARBY,59457,10108
DOYLESTOWN,29015,6740
DREXEL HILL,86300,8124
DUBOIS,12652,6031
EAST STROUDSBUR,30451,8294
EASTON,42864,7798
EPHRATA,20908,6614
ERIE,33434,7289
GETTYSBURG,17123,7502
GREENSBURG,16154,6510
GREENVILLE,16111,6496
HANOVER,14711,7471
HARRISBURG,17534,7945
HAZLETON,25785,6155
HERSHEY,30409,10797
HONESDALE,15112,6700
INDIANA,11557,6134
JOHNSTOWN,16676,7540
KITTANNING,13783,6489
LANCASTER,21322,6560
LANGHORNE,30122,6624
LANSDALE,39254,6558
LATROBE,16989,7119
LEBANON,17475,6566
LEHIGHTON,13351,6226
LEWISBURG,12566,5773
LEWISTOWN,13634,6540
MC KEESPORT,20068,8048
MEADOWBROOK,54068,7395
MEADVILLE,19756,6912
MEDIA,56360,6764
MONONGAHELA,18301,5643
MONROEVILLE,18364,6287
MOUNT PLEASANT,20082,6413
NATRONA,16090,6454
NEW CASTLE,10432,6434
NORRISTOWN,44854,8836
PALMERTON,14961,6017
PAOLI,51680,6543
PHILA,21010,7965
PHILADELPHIA,62396,10500
PHOENIXVILLE,76261,7528
PITTSBURGH,40013,8463
POTTSTOWN,50776,6738
POTTSVILLE,16146,6631
QUAKERTOWN,38526,6853
READING,24657,7887
SAINT MARYS,16380,5503
SAYRE,18924,7453
SCRANTON,22472,6631
SELLERSVILLE,26743,6405
SENECA,15010,5473
SHARON,18936,6921
SOMERSET,19372,6424
STATE COLLEGE,23022,5714
UNIONTOWN,8718,6719
UPLAND,126864,9354
WARREN,15808,7150
WASHINGTON,16410,6639
WAYNESBORO,22901,7770
WELLSBORO,14135,7745
WEST CHESTER,23431,6760
WILKES BARRE,30253,7252
WILKES-BARRE,27871,6626
WILLIAMSPORT,16869,6717
WYNNEWOOD,54270,8178
YORK,16569,8440
