city,avgCoveredCharges,averagePayments
ABINGTON,34023,5459
ALLENTOWN,20428,4907
ALTOONA,11776,3723
BETHLEHEM,21573,4818
BRYN MAWR,31507,4026
CARLISLE,14162,3489
CHAMBERSBURG,15742,3923
COAL TOWNSHIP,4458,3888
COATESVILLE,28375,4512
DANVILLE,19695,6052
DARBY,29322,5818
EAST STROUDSBUR,18429,5021
EASTON,23385,4441
ERIE,12548,4732
GREENSBURG,10501,3511
HARRISBURG,9902,4791
HAZLETON,16865,3791
HERSHEY,10815,5622
JOHNSTOWN,9406,4407
LANCASTER,13315,3928
LANGHORNE,21207,3882
LANSDALE,20210,3770
LEHIGHTON,10350,3732
MC KEESPORT,13357,5294
MEADVILLE,9939,3984
MEDIA,37769,3782
NORRISTOWN,38792,4463
PAOLI,33698,4568
PHILADELPHIA,32072,6184
PHOENIXVILLE,32357,3878
PITTSBURGH,19683,4501
POTTSTOWN,27603,4130
POTTSVILLE,10414,3982
READING,16903,4840
SAYRE,14123,4454
SCRANTON,14791,3730
UPLAND,62857,5212
WILKES BARRE,13520,4152
WILKES-BARRE,19106,3866
WILLIAMSPORT,10588,3992
WYNNEWOOD,33584,4611
YORK,9670,5574
