city,avgCoveredCharges,averagePayments
ABINGTON,42965,5933
ALLENTOWN,27090,6131
ALTOONA,10990,4792
BEAVER,9731,4957
BERWICK,38603,4657
BETHLEHEM,30671,5986
BLOOMSBURG,24437,4533
BRADFORD,10904,4646
BRYN MAWR,38957,5378
BUTLER,12648,4506
CAMP HILL,19841,4532
CANONSBURG,16594,4262
CARBONDALE,7880,4562
CARLISLE,20369,4754
CHAMBERSBURG,20152,5196
CLARION,8754,5064
CLEARFIELD,9300,4440
COAL TOWNSHIP,9332,5108
COALDALE,18353,5240
COATESVILLE,32606,5143
CONNELLSVILLE,12304,4677
DANVILLE,30378,8018
DARBY,36008,7389
DOYLESTOWN,23599,4904
DREXEL HILL,72935,6072
DUBOIS,8002,5087
EAST STROUDSBUR,19818,5979
EASTON,42360,5680
EPHRATA,20615,5749
ERIE,25915,5427
GETTYSBURG,12409,4837
GREENSBURG,14377,4441
GREENVILLE,12454,4643
HANOVER,11197,5392
HARRISBURG,16487,6240
HAZLETON,19720,4677
HERSHEY,16719,7696
HONESDALE,10100,5268
HUNTINGDON,11406,5113
INDIANA,9449,4640
JOHNSTOWN,13108,5520
KITTANNING,8443,4601
LANCASTER,18669,4999
LANGHORNE,28008,5058
LANSDALE,24621,4928
LATROBE,13619,5358
LEBANON,16496,4930
LEHIGHTON,11600,4718
LEWISBURG,9982,4685
LEWISTOWN,9135,5164
LITITZ,18841,4927
MC KEESPORT,19191,6677
MCKEES ROCKS,17416,5283
MEADOWBROOK,45734,5282
MEADVILLE,14184,5068
MEDIA,36508,4933
MONONGAHELA,16406,4176
MONROEVILLE,12963,4751
NATRONA,16252,4735
NEW CASTLE,10060,5039
NORRISTOWN,40417,6125
PALMERTON,10736,4499
PAOLI,39142,5011
PHILA,20561,5951
PHILADELPHIA,41971,7423
PHOENIXVILLE,40048,4937
PITTSBURGH,21562,6094
POTTSTOWN,33782,5012
POTTSVILLE,10690,4797
PUNXSUTAWNEY,8569,4870
QUAKERTOWN,37915,4823
READING,16171,5941
SAINT MARYS,9276,4049
SAYRE,11536,5442
SCRANTON,18192,4903
SELLERSVILLE,23504,4917
SENECA,9242,4403
SEWICKLEY,8374,4575
SHARON,13186,5137
SOMERSET,13383,4711
STATE COLLEGE,14196,4703
UNIONTOWN,7046,4742
UPLAND,81309,6574
WARREN,11925,5427
WASHINGTON,11351,5439
WAYNESBORO,16034,5766
WAYNESBURG,13741,5617
WELLSBORO,11148,5295
WEST CHESTER,19284,4902
WEST GROVE,37270,5069
WILKES BARRE,20455,5523
WILKES-BARRE,25520,4946
WILLIAMSPORT,13421,5084
WYNNEWOOD,32923,5897
YORK,12231,6277
