city,avgCoveredCharges,averagePayments
ABINGTON,41174,5177
ALLENTOWN,28154,5605
ALTOONA,12178,4223
BEAVER,8782,4432
BETHLEHEM,29724,5250
BRISTOL,40842,4642
BRYN MAWR,35092,4690
CAMP HILL,19852,4084
CHAMBERSBURG,16771,4742
COATESVILLE,30187,4593
DANVILLE,30994,7677
DARBY,34894,6761
DOYLESTOWN,26870,4405
DREXEL HILL,71424,5413
DUBOIS,9692,4343
EAST STROUDSBUR,21876,5371
EASTON,28694,5044
ERIE,20100,4642
GREENSBURG,11535,4024
GREENVILLE,14429,4335
HARRISBURG,14725,5672
HERSHEY,18146,7121
JOHNSTOWN,11114,5108
LANCASTER,17639,4653
LANGHORNE,21831,4438
LANSDALE,21880,4369
LEBANON,15987,4582
LEHIGHTON,6667,4270
MC KEESPORT,13198,5860
MEADOWBROOK,40530,4821
MEADVILLE,13333,4568
MEDIA,35852,4718
MONONGAHELA,9797,3709
MONROEVILLE,10513,4229
NORRISTOWN,36955,5748
PAOLI,40713,4422
PHILA,15844,5234
PHILADELPHIA,42791,7408
PHOENIXVILLE,32220,4394
PITTSBURGH,28793,6200
POTTSTOWN,26163,4483
POTTSVILLE,11357,5306
READING,18594,5492
SAYRE,13076,5127
SCRANTON,17151,4445
SENECA,9306,3981
SEWICKLEY,9044,4114
SHARON,12477,4685
STATE COLLEGE,19704,3825
UPLAND,75907,5965
WASHINGTON,12334,4740
WEST CHESTER,21120,4478
WILKES BARRE,21382,5097
WILKES-BARRE,22994,4459
WILLIAMSPORT,10284,4594
WYNNEWOOD,36049,5772
YORK,13776,6954
