city,avgCoveredCharges,averagePayments
ABINGTON,37271,5826
ALLENTOWN,26435,6136
ALTOONA,13078,4721
ASHLAND,11460,4296
BEAVER,8264,4846
BERWICK,27082,4645
BETHLEHEM,26504,5703
BLOOMSBURG,30905,5547
BRADFORD,8322,4684
BRISTOL,35562,5871
BRYN MAWR,27803,5429
BUTLER,10436,4253
CAMP HILL,19158,4467
CANONSBURG,11794,4251
CARBONDALE,9331,4275
CARLISLE,18429,4456
CHAMBERSBURG,13679,5135
CLARION,8835,4904
CLEARFIELD,8820,4570
COAL TOWNSHIP,6864,5045
COALDALE,18577,5145
COATESVILLE,26049,5112
CONNELLSVILLE,11922,4666
DANVILLE,21971,7782
DARBY,34891,7368
DOYLESTOWN,22968,4956
DREXEL HILL,62844,6056
DUBOIS,7320,4880
EAST STROUDSBUR,16498,5950
EASTON,26660,5597
EPHRATA,18440,4628
ERIE,18908,5912
GETTYSBURG,10985,5122
GREENSBURG,10183,4375
GREENVILLE,14744,4779
GROVE CITY,13109,4985
HANOVER,10212,5301
HARRISBURG,13093,6248
HAZLETON,15540,4732
HERSHEY,16284,7625
HONESDALE,8742,5194
HUNTINGDON,11430,5108
INDIANA,9365,4523
JOHNSTOWN,10032,5493
KANE,7797,5603
KITTANNING,10266,4583
LANCASTER,19441,5163
LANGHORNE,21684,4983
LANSDALE,23006,4656
LATROBE,9922,5295
LEBANON,16622,5132
LEHIGHTON,9522,4697
LEWISBURG,6271,4287
LEWISTOWN,9390,5086
LITITZ,18096,5198
MC KEESPORT,12755,6407
MCKEES ROCKS,12951,5473
MEADOWBROOK,35838,5161
MEADVILLE,11768,4948
MEDIA,34876,5019
MONONGAHELA,10106,4172
MONROEVILLE,8681,4541
MOUNT PLEASANT,12368,4264
NATRONA,10507,4648
NEW CASTLE,7522,5141
NORRISTOWN,27114,6206
PALMERTON,8702,4470
PAOLI,34124,5062
PHILA,18509,6277
PHILADELPHIA,33875,7182
PHOENIXVILLE,34694,4791
PITTSBURGH,18318,5874
POTTSTOWN,33676,5054
POTTSVILLE,7930,6454
PUNXSUTAWNEY,7165,4552
QUAKERTOWN,27922,5211
READING,17896,6125
SAINT MARYS,7903,4225
SAYRE,16099,5793
SCRANTON,16257,4945
SELLERSVILLE,18718,4960
SENECA,10591,4400
SEWICKLEY,7949,4517
SHARON,10408,5171
STATE COLLEGE,22002,4251
SUNBURY,14406,4508
TOWANDA,12579,5201
TUNKHANNOCK,11337,4941
UNIONTOWN,6025,4730
UPLAND,77223,6663
WARREN,11734,5440
WASHINGTON,10214,5174
WAYNESBORO,13198,5887
WAYNESBURG,6698,5544
WELLSBORO,10694,5790
WEST CHESTER,23580,4958
WEST GROVE,25464,4991
WILKES BARRE,23834,5662
WILKES-BARRE,22335,4880
WILLIAMSPORT,16962,5059
WYNNEWOOD,36131,5962
YORK,8937,6166
