city,avgCoveredCharges,averagePayments
ABINGTON,62943,10043
ALLENTOWN,52714,10789
ALTOONA,22304,8044
ASHLAND,19854,7193
BEAVER,18670,9053
BERWICK,50048,7923
BETHLEHEM,53297,9854
BLOOMSBURG,25465,7393
BRADFORD,12829,8397
BRISTOL,59688,8931
BRYN MAWR,72552,9376
BUTLER,27329,7827
CAMP HILL,33104,7953
CANONSBURG,20491,7265
CARBONDALE,16920,7698
CARLISLE,30862,8067
CHAMBERSBURG,24531,8885
CLARION,10592,8546
CLEARFIELD,13795,7239
COAL TOWNSHIP,15312,8859
COALDALE,29854,9034
COATESVILLE,56406,8860
DANVILLE,67141,14845
DARBY,54558,11795
DOYLESTOWN,45092,9068
DREXEL HILL,105525,10590
DUBOIS,14552,8574
EAST STROUDSBUR,32635,10599
EASTON,50682,9738
ELLWOOD CITY,9293,7826
EPHRATA,29107,8173
ERIE,58412,9903
GETTYSBURG,19682,8818
GREENSBURG,23948,7921
GREENVILLE,23806,8420
GROVE CITY,24259,9024
HANOVER,15860,9550
HARRISBURG,22156,10556
HAZLETON,30466,8425
HERSHEY,27765,13739
HONESDALE,18412,9298
HUNTINGDON,18141,8756
INDIANA,15132,8112
JOHNSTOWN,26331,10246
KANE,26330,11206
KITTANNING,12962,7878
LANCASTER,31839,8718
LANGHORNE,48079,8697
LANSDALE,41337,8265
LATROBE,24891,9355
LEBANON,23362,8447
LEHIGHTON,17078,8401
LEWISBURG,12537,7474
LEWISTOWN,12331,8601
LITITZ,27947,8206
LOCK HAVEN,33449,8539
MC KEESPORT,26356,11629
MCKEES ROCKS,29476,8859
MEADOWBROOK,71991,9382
MEADVILLE,17166,8527
MEDIA,68034,10357
MONONGAHELA,20547,7481
MONROEVILLE,21122,8113
MOUNT PLEASANT,16708,7671
NATRONA,22117,8098
NEW CASTLE,15730,8589
NORRISTOWN,56973,10561
PALMERTON,17212,7868
PAOLI,50683,8614
PHILA,33026,10232
PHILADELPHIA,69413,12853
PHOENIXVILLE,71976,8437
PITTSBURGH,39651,10363
POTTSTOWN,67890,8610
POTTSVILLE,15734,8196
QUAKERTOWN,50170,7967
READING,27602,10370
ROARING SPRING,13521,9209
SAINT MARYS,12138,6981
SAYRE,23563,9588
SCRANTON,29742,8607
SELLERSVILLE,45109,8554
SENECA,18793,7696
SEWICKLEY,16334,8147
SHARON,18202,8940
SOMERSET,23668,7884
STATE COLLEGE,28801,8464
SUNBURY,30832,8526
TITUSVILLE,8241,11102
TOWANDA,15264,8129
UNIONTOWN,11618,8348
UPLAND,137096,11688
WARREN,28237,9795
WASHINGTON,18560,9108
WAYNESBORO,27002,10180
WAYNESBURG,15804,9907
WELLSBORO,22200,9876
WEST CHESTER,28871,8479
WEST GROVE,63818,9151
WILKES BARRE,41440,10213
WILKES-BARRE,36554,8851
WILLIAMSPORT,22007,8621
WINDBER,16835,7378
WYNNEWOOD,54554,10654
YORK,18239,11009
