city,avgCoveredCharges,averagePayments
AYER,8438,3808
BEVERLY,5906,4538
BOSTON,14348,6640
BURLINGTON,6868,5095
CAMBRIDGE,10202,6311
FALL RIVER,9323,4675
FRAMINGHAM,7623,4842
HYANNIS,8827,5365
LAWRENCE,9192,6274
LOWELL,7777,4718
MARLBOROUGH,10545,4147
MELROSE,6330,4935
MILTON,8270,4162
NEEDHAM,8123,4083
NEWBURYPORT,8861,4340
NEWTON,12177,4252
PALMER,9368,4396
PLYMOUTH,7065,5161
SALEM,15084,4717
SOUTH WEYMOUTH,7522,4094
SPRINGFIELD,10740,5175
TAUNTON,6003,4514
WINCHESTER,5522,4128
WORCESTER,16822,6619
