city,avgCoveredCharges,averagePayments
BEVERLY,9479,6884
BOSTON,21391,10485
BRIGHTON,11985,10208
BROCKTON,8627,7560
BURLINGTON,11545,7814
CAMBRIDGE,15584,8664
FALL RIVER,13743,7005
FALMOUTH,10240,6676
FRAMINGHAM,13797,7243
HAVERHILL,12068,5302
HOLYOKE,9914,6394
HYANNIS,12900,8319
LAWRENCE,13978,7740
LOWELL,11390,7220
MARLBOROUGH,17347,6254
MELROSE,11193,7002
METHUEN,11617,6826
MILFORD,11906,6664
NEEDHAM,9946,6442
NEWBURYPORT,10975,6716
NEWTON,20520,6966
NORTHAMPTON,13580,6067
NORWOOD,8344,6188
PITTSFIELD,14042,7760
PLYMOUTH,10186,6458
QUINCY,12996,6597
SALEM,21497,7240
SOUTH WEYMOUTH,12890,6516
SPRINGFIELD,16067,7769
TAUNTON,9967,6809
W CONCORD,18438,6428
WINCHESTER,8660,6653
WORCESTER,17067,8960
