city,avgCoveredCharges,averagePayments
ATTLEBORO,8803,4528
AYER,9964,4306
BEVERLY,7430,4816
BOSTON,14625,6628
BRIGHTON,7428,6817
BROCKTON,7346,5357
BURLINGTON,7649,5285
CAMBRIDGE,9708,5999
CLINTON,13245,4275
FALL RIVER,9053,4954
FALMOUTH,7951,4706
FRAMINGHAM,9071,5013
GARDNER,7192,5096
GREENFIELD,11665,4391
HAVERHILL,7663,4360
HOLYOKE,8608,4477
HYANNIS,9058,5681
LAWRENCE,8611,5356
LEOMINSTER,11974,5019
LOWELL,7968,5026
MARLBOROUGH,10279,4536
MELROSE,7203,4926
METHUEN,8463,4774
MILFORD,9299,4682
MILTON,8133,4283
NEEDHAM,9807,4337
NEWBURYPORT,7730,4617
NEWTON,15185,4660
NORTH ADAMS,11868,5178
NORTHAMPTON,9169,4264
NORWOOD,6973,4404
PALMER,9634,4024
PITTSFIELD,9201,5504
PLYMOUTH,6078,4674
QUINCY,6456,4699
SALEM,16274,5018
SOUTH WEYMOUTH,9825,4289
SOUTHBRIDGE,7643,5025
SPRINGFIELD,11743,5438
TAUNTON,6247,4699
W CONCORD,10635,4602
WARE,8468,4015
WESTFIELD,8733,4145
WINCHESTER,6222,4299
WORCESTER,12221,6098
