city,avgCoveredCharges,averagePayments
ATTLEBORO,13368,6642
AYER,12735,6042
BEVERLY,13478,7125
BOSTON,26211,10249
BRIGHTON,13530,10200
BROCKTON,12586,7868
BURLINGTON,13731,7717
CAMBRIDGE,16649,8620
FALL RIVER,14669,7175
FALMOUTH,12107,7015
FRAMINGHAM,16419,7427
GARDNER,11106,7514
GREENFIELD,16909,6564
HAVERHILL,13712,6284
HOLYOKE,11168,6811
HYANNIS,16533,8542
LAWRENCE,15147,8077
LEOMINSTER,18911,7431
LOWELL,12322,7431
MARLBOROUGH,17816,6202
MELROSE,14045,7319
METHUEN,11604,6973
MILFORD,15650,6582
MILTON,13906,6474
NEEDHAM,14402,6186
NEWBURYPORT,11687,6828
NEWTON,20224,6949
NORTH ADAMS,18306,6517
NORTHAMPTON,13891,6248
NORWOOD,11820,6508
PALMER,12468,5919
PITTSFIELD,13798,8084
PLYMOUTH,12108,6912
QUINCY,15470,7111
SALEM,26463,7499
SOUTH WEYMOUTH,17663,6509
SOUTHBRIDGE,14958,7248
SPRINGFIELD,14111,8280
TAUNTON,7783,6899
W CONCORD,14882,6338
WESTFIELD,13568,6044
WINCHESTER,8538,6359
WORCESTER,23257,9837
