city,avgCoveredCharges,averagePayments
ATTLEBORO,11509,6635
AYER,12243,5942
BEVERLY,11236,6982
BOSTON,22157,9915
BRIGHTON,9736,10196
BROCKTON,9328,7596
BURLINGTON,9039,7417
CAMBRIDGE,13498,8430
CLINTON,18210,5812
FALL RIVER,14089,7088
FALMOUTH,9088,6742
FRAMINGHAM,12317,7249
GARDNER,9931,7254
GREENFIELD,13836,6291
HAVERHILL,10892,6251
HOLYOKE,10512,6579
HYANNIS,10518,8144
LAWRENCE,13121,7946
LEOMINSTER,14934,7158
LOWELL,11723,7032
MARLBOROUGH,15723,6321
MELROSE,10665,7271
METHUEN,11901,6759
MILFORD,12873,6543
MILTON,11727,6246
NEEDHAM,11608,6259
NEWBURYPORT,10994,6665
NEWTON,18877,6566
NORTH ADAMS,9791,6478
NORTHAMPTON,13920,5957
NORWOOD,8455,6366
PALMER,14088,5652
PITTSFIELD,12083,7836
PLYMOUTH,10320,6644
QUINCY,9349,6662
SALEM,22314,7144
SOUTH WEYMOUTH,11873,6241
SOUTHBRIDGE,14728,7440
SPRINGFIELD,15051,8048
TAUNTON,8569,6593
W CONCORD,15345,6335
WARE,12066,6281
WESTFIELD,11180,5865
WINCHESTER,8849,6302
WORCESTER,20280,9382
