city,avgCoveredCharges,averagePayments
ATTLEBORO,9167,5161
BEVERLY,9547,5590
BOSTON,18486,8146
BRIGHTON,6797,7977
BROCKTON,9247,6221
BURLINGTON,11817,6125
CAMBRIDGE,12948,7550
FALL RIVER,10351,5650
FALMOUTH,12223,5468
FRAMINGHAM,11415,5828
GARDNER,8032,5931
GREENFIELD,11286,4972
HAVERHILL,13760,5112
HOLYOKE,7031,5286
HYANNIS,14142,6617
LAWRENCE,10509,6319
LEOMINSTER,15466,5835
LOWELL,10156,5805
MELROSE,11067,5502
METHUEN,12735,5664
MILFORD,11993,5336
MILTON,11342,5091
NEEDHAM,9153,5158
NEWBURYPORT,9896,5346
NEWTON,15225,5429
NORTHAMPTON,7612,4859
NORWOOD,7612,5102
PALMER,14367,4772
PITTSFIELD,8898,6310
PLYMOUTH,8349,5344
QUINCY,9095,5428
SALEM,21177,5803
SOUTH WEYMOUTH,13463,5172
SOUTHBRIDGE,10596,5757
SPRINGFIELD,12082,6253
TAUNTON,6960,5424
W CONCORD,12110,4912
WINCHESTER,6118,4986
WORCESTER,13025,7085
