city,avgCoveredCharges,averagePayments
BULLHEAD CITY,40645,4695
CASA GRANDE,14824,4552
CHANDLER,28509,4562
FLAGSTAFF,22214,7123
FORT DEFIANCE,5432,6019
FORT MOHAVE,20280,4293
GLENDALE,17544,4950
KINGMAN,14141,4439
LAKE HAVASU CIT,20164,4399
MESA,16490,4231
ORO VALLEY,12785,3568
PHOENIX,19493,5275
PRESCOTT,14116,4722
PRESCOTT VALLEY,11961,4646
SAFFORD,13305,6796
SCOTTSDALE,21997,4356
SHOW LOW,27851,8789
SIERRA VISTA,13712,5734
SUN CITY,22524,3966
SUN CITY WEST,20828,4065
TUCSON,18268,4681
YUMA,13964,4710
