city,avgCoveredCharges,averagePayments
BULLHEAD CITY,45363,4989
CASA GRANDE,17326,5125
CHANDLER,30755,4872
CHINLE,6291,5737
FLAGSTAFF,24083,10349
FORT MOHAVE,21754,4606
GILBERT,22136,4923
GLENDALE,16997,5326
GOODYEAR,14874,5106
KINGMAN,14627,5190
LAKE HAVASU CIT,19104,5182
MESA,19224,4839
ORO VALLEY,21652,3930
PARKER,15309,6738
PHOENIX,20839,5724
PRESCOTT,15382,5076
PRESCOTT VALLEY,13595,5138
SAFFORD,20670,7287
SCOTTSDALE,18507,4796
SHOW LOW,14140,6161
SIERRA VISTA,17581,5841
SUN CITY,23865,4312
SUN CITY WEST,21814,4559
TUCSON,18931,5172
YUMA,18166,4919
