city,avgCoveredCharges,averagePayments
BULLHEAD CITY,34919,3989
CASA GRANDE,12694,3991
CHANDLER,20048,3726
FLAGSTAFF,18298,5924
FORT MOHAVE,19316,3591
GILBERT,19737,3669
GLENDALE,15863,3946
GOODYEAR,15544,4033
KINGMAN,14501,3933
LAKE HAVASU CIT,17415,3822
MESA,14261,3602
ORO VALLEY,13565,3121
PAYSON,22747,4219
PHOENIX,16117,4338
PRESCOTT,15270,4005
PRESCOTT VALLEY,12313,3838
SCOTTSDALE,17492,3650
SHOW LOW,17132,4871
SIERRA VISTA,13232,4929
SUN CITY,16592,3359
SUN CITY WEST,18902,3416
TUCSON,15089,3817
YUMA,13522,3921
