city,avgCoveredCharges,averagePayments
BULLHEAD CITY,62161,7667
CASA GRANDE,19834,7654
CHANDLER,39588,6891
COTTONWOOD,41701,10206
FLAGSTAFF,39828,12148
FORT MOHAVE,32980,7170
GILBERT,38323,7369
GLENDALE,30053,7893
GOODYEAR,29214,8167
KINGMAN,30917,8351
LAKE HAVASU CIT,27736,7560
MESA,28363,6956
ORO VALLEY,31559,5979
PHOENIX,33739,9083
PRESCOTT,20544,7824
PRESCOTT VALLEY,20415,7551
SCOTTSDALE,27836,7146
SIERRA VISTA,19983,9206
SUN CITY,34606,6799
SUN CITY WEST,35560,7002
TUCSON,29178,7686
YUMA,27028,7760
