city,avgCoveredCharges,averagePayments
BULLHEAD CITY,41679,4933
CASA GRANDE,13517,4703
CHANDLER,29209,4643
CHINLE,5574,5496
COTTONWOOD,32284,6250
FLAGSTAFF,27382,7187
FORT DEFIANCE,7872,6034
FORT MOHAVE,26603,4334
GILBERT,28693,4357
GLENDALE,20621,4777
GOODYEAR,17294,4881
KINGMAN,14426,4937
LAKE HAVASU CIT,23130,4450
MESA,19441,4524
ORO VALLEY,16445,3743
PARKER,10854,6390
PAYSON,28244,4954
PHOENIX,20859,5350
PRESCOTT,13927,4833
PRESCOTT VALLEY,12722,4609
SAFFORD,13466,6870
SCOTTSDALE,23005,4356
SHOW LOW,16127,5901
SIERRA VISTA,14051,5398
SUN CITY,23767,4123
SUN CITY WEST,22965,4245
TUBA CITY,5956,6108
TUCSON,17846,5100
YUMA,17154,4764
