city,avgCoveredCharges,averagePayments
BULLHEAD CITY,74192,7099
CASA GRANDE,24102,6964
CHANDLER,38291,6616
CHINLE,8490,8067
COTTONWOOD,46712,9040
FLAGSTAFF,31972,10536
FORT DEFIANCE,9218,9036
FORT MOHAVE,34378,6866
GILBERT,33959,6608
GLENDALE,25684,7050
GOODYEAR,21267,7137
KINGMAN,23693,7252
LAKE HAVASU CIT,27668,6754
MESA,27790,6519
ORO VALLEY,27775,5531
PARKER,20013,9473
PHOENIX,24230,7887
PRESCOTT,27395,7753
PRESCOTT VALLEY,15957,6671
SAFFORD,20780,10067
SCOTTSDALE,27751,6278
SHOW LOW,23018,8456
SIERRA VISTA,25512,8161
SUN CITY,31600,5903
SUN CITY WEST,32892,6452
TUBA CITY,15982,8623
TUCSON,25145,7212
WHITERIVER,8722,9059
YUMA,25010,7008
