city,avgCoveredCharges,averagePayments
BULLHEAD CITY,65448,6944
CASA GRANDE,21679,7028
CHANDLER,40814,6860
COTTONWOOD,55778,9387
FLAGSTAFF,37517,10809
FORT MOHAVE,33041,6809
GILBERT,29600,6299
GLENDALE,24566,6851
GOODYEAR,23738,7290
KINGMAN,21312,6811
LAKE HAVASU CIT,28144,6474
MESA,26355,6398
ORO VALLEY,22972,5462
PARKER,17822,9602
PAYSON,40114,7208
PHOENIX,26797,7762
PRESCOTT,19537,7101
PRESCOTT VALLEY,14802,5994
SAFFORD,25822,10058
SCOTTSDALE,28788,6383
SHOW LOW,22811,8104
SIERRA VISTA,21141,7924
SUN CITY,29186,5834
SUN CITY WEST,29429,6101
TUBA CITY,16854,8814
TUCSON,25322,7389
YUMA,20220,7137
