city,avgCoveredCharges,averagePayments
BULLHEAD CITY,146544,17896
CASA GRANDE,47802,17195
CHANDLER,80284,16387
COTTONWOOD,92950,23341
FLAGSTAFF,68267,26704
GILBERT,79035,15536
GLENDALE,62574,18642
KINGMAN,70302,18380
LAKE HAVASU CIT,75786,17106
MESA,76482,16870
ORO VALLEY,75960,13906
PARKER,38096,24043
PAYSON,93942,17676
PHOENIX,63289,19885
PRESCOTT,50930,18265
SCOTTSDALE,73944,16786
SHOW LOW,42719,21678
SIERRA VISTA,63501,20220
SUN CITY,66972,15500
SUN CITY WEST,73057,15363
TUCSON,71887,17921
YUMA,53201,17660
