city,avgCoveredCharges,averagePayments
BULLHEAD CITY,63117,6927
CASA GRANDE,21831,6655
CHANDLER,37561,6275
COTTONWOOD,39316,8564
FLAGSTAFF,34697,10047
FORT MOHAVE,29440,6095
GILBERT,32061,6168
GLENDALE,24403,6673
GOODYEAR,22737,6979
KINGMAN,19321,6619
LAKE HAVASU CIT,33032,6260
MESA,24628,6375
ORO VALLEY,24119,5321
PARKER,16831,9063
PAYSON,28332,6736
PHOENIX,25016,7469
PRESCOTT,19235,6782
PRESCOTT VALLEY,18498,6595
SCOTTSDALE,28096,5992
SHOW LOW,16957,8429
SIERRA VISTA,27888,9806
SUN CITY,29445,5654
SUN CITY WEST,29609,5784
TUCSON,24691,6347
YUMA,20017,6679
