city,avgCoveredCharges,averagePayments
BULLHEAD CITY,86418,10123
CASA GRANDE,29705,10221
CHANDLER,50986,9431
COTTONWOOD,50169,12759
FLAGSTAFF,60503,17402
FORT MOHAVE,40442,9311
GILBERT,45801,9281
GLENDALE,38950,10269
GOODYEAR,26768,10236
KINGMAN,28999,9976
LAKE HAVASU CIT,44498,12265
MESA,34360,8973
ORO VALLEY,28468,7772
PAYSON,44686,10667
PHOENIX,40412,11046
PRESCOTT,20518,9932
PRESCOTT VALLEY,16297,10010
SCOTTSDALE,41420,9161
SHOW LOW,26018,12025
SIERRA VISTA,30923,11456
SUN CITY,41901,8578
SUN CITY WEST,41078,8641
TUCSON,35117,10350
YUMA,28080,10070
