city,avgCoveredCharges,averagePayments
BULLHEAD CITY,100410,14476
CASA GRANDE,37398,14393
CHANDLER,61715,12784
COTTONWOOD,56398,19110
FLAGSTAFF,43027,22435
FORT MOHAVE,72602,14241
GILBERT,71584,13378
GLENDALE,46530,14905
GOODYEAR,56442,14898
KINGMAN,58990,13161
LAKE HAVASU CIT,55600,14376
MESA,50095,13768
ORO VALLEY,50939,11486
PAYSON,108200,15224
PHOENIX,53053,15287
PRESCOTT,57120,14393
PRESCOTT VALLEY,53883,15439
SAFFORD,50945,21180
SCOTTSDALE,53420,13067
SHOW LOW,55229,18438
SIERRA VISTA,59150,16506
SUN CITY,49926,12053
SUN CITY WEST,52410,12578
TUBA CITY,15527,18360
TUCSON,42702,13460
YUMA,52668,14475
