city,avgCoveredCharges,averagePayments
BULLHEAD CITY,45972,5795
CASA GRANDE,20939,5755
CHANDLER,29615,5443
CHINLE,6949,6499
COTTONWOOD,39103,7512
FLAGSTAFF,24512,8910
FORT DEFIANCE,11108,7704
FORT MOHAVE,24125,5423
GILBERT,27073,6320
GLENDALE,18699,5731
GOODYEAR,17056,5882
KINGMAN,19619,5591
LAKE HAVASU CIT,26569,6560
MESA,21676,5962
ORO VALLEY,16199,4580
PAYSON,32667,5812
PHOENIX,19857,6639
PRESCOTT,21228,6746
PRESCOTT VALLEY,16306,5570
SAFFORD,10592,8508
SCOTTSDALE,19004,5230
SHOW LOW,15697,6889
SIERRA VISTA,16150,6556
SUN CITY,24631,4870
SUN CITY WEST,21309,4927
TUBA CITY,13405,7134
TUCSON,17152,6022
WHITERIVER,12260,7258
YUMA,20617,5697
