city,avgCoveredCharges,averagePayments
CASA GRANDE,34868,10113
CHANDLER,60668,9678
COTTONWOOD,60966,12770
FLAGSTAFF,67240,18177
FORT MOHAVE,56669,9270
GILBERT,46032,9207
GLENDALE,35345,9853
GOODYEAR,29762,9994
KINGMAN,30275,9827
LAKE HAVASU CIT,39083,10563
MESA,37629,9377
ORO VALLEY,32975,7582
PARKER,24917,13570
PAYSON,40050,9558
PHOENIX,37469,10843
PRESCOTT,30142,9989
PRESCOTT VALLEY,22248,9655
SCOTTSDALE,41769,9412
SHOW LOW,34197,13380
SIERRA VISTA,30836,11269
SUN CITY,44140,8794
SUN CITY WEST,47422,8560
TUBA CITY,29392,13208
TUCSON,35110,10424
YUMA,34374,10311
