city,avgCoveredCharges,averagePayments
AMORY,14360,3839
BATESVILLE,14131,4247
BAY SAINT LOUIS,19915,6515
BILOXI,32033,4354
BOONEVILLE,13632,4665
BRANDON,29008,3789
BROOKHAVEN,11354,3964
CLEVELAND,17149,5008
COLUMBIA,9129,4061
COLUMBUS,15373,4247
CORINTH,19246,4163
EUPORA,13223,4642
GREENVILLE,16314,4566
GREENWOOD,16833,6013
GRENADA,13465,3977
GULFPORT,28634,4629
HATTIESBURG,17275,4569
HOLLY SPRINGS,11822,5409
IUKA,12442,4144
JACKSON,16687,4068
KOSCIUSKO,10100,4147
LAUREL,9817,3971
LOUISVILLE,17478,5210
MAGEE,11108,4161
MAGNOLIA,8293,3773
MCCOMB,11100,4407
MERIDIAN,16254,4081
NATCHEZ,38697,3941
NEW ALBANY,15551,4998
OXFORD,9783,4231
PASCAGOULA,20135,4266
PHILADELPHIA,10511,4351
PICAYUNE,13804,4390
RIPLEY,7791,4550
SOUTHAVEN,13032,4433
STARKVILLE,15167,4126
TUPELO,11787,4281
VICKSBURG,25350,4540
WATER VALLEY,4552,4297
WAYNESBORO,8417,4120
WEST POINT,8339,4212
