city,avgCoveredCharges,averagePayments
AMORY,11719,4522
BATESVILLE,13612,4768
BILOXI,51760,4890
BRANDON,26624,4257
BROOKHAVEN,9877,4555
CANTON,18551,5149
CLARKSDALE,21446,5922
CLEVELAND,17185,4221
COLUMBUS,16770,5529
CORINTH,21379,4488
EUPORA,16094,4630
GREENVILLE,13992,5113
GREENWOOD,17744,5149
GRENADA,12693,4765
GULFPORT,31475,4934
HATTIESBURG,13601,4820
HOUSTON,13351,5144
INDIANOLA,7225,4990
IUKA,12586,4521
JACKSON,21663,5265
KOSCIUSKO,8874,4566
LAUREL,8624,4461
LUCEDALE,7467,4758
MAGEE,14017,4806
MAGNOLIA,5127,4231
MCCOMB,7609,4969
MERIDIAN,13085,4694
NATCHEZ,31454,4407
NEW ALBANY,19634,4841
OXFORD,14477,4744
PASCAGOULA,19675,4639
RIPLEY,8302,4986
SOUTHAVEN,18956,4937
TUPELO,15012,4801
VICKSBURG,25926,5295
WATER VALLEY,4611,4933
WAYNESBORO,5237,4619
WEST POINT,8656,4723
