city,avgCoveredCharges,averagePayments
AMORY,18539,5450
BAY SAINT LOUIS,25774,6633
BILOXI,50943,6246
BOONEVILLE,20526,6406
BRANDON,35510,5495
BROOKHAVEN,13064,5757
CLARKSDALE,28341,7568
CLEVELAND,23775,5585
COLUMBUS,17468,6114
CORINTH,27783,5890
GREENVILLE,18359,6565
GREENWOOD,22397,6500
GRENADA,13796,5443
GULFPORT,35288,6440
HATTIESBURG,18056,6218
INDIANOLA,8982,6192
JACKSON,23358,6343
LAUREL,13017,5769
MCCOMB,16704,6212
MERIDIAN,19522,5983
NATCHEZ,40621,5587
NEW ALBANY,20595,6170
OXFORD,16872,6151
PASCAGOULA,35114,6148
PICAYUNE,13926,6240
SOUTHAVEN,25128,6884
STARKVILLE,10742,5699
TUPELO,14558,6187
VICKSBURG,27070,6479
WAYNESBORO,8888,5908
