city,avgCoveredCharges,averagePayments
AMORY,10884,3753
BATESVILLE,10971,4148
BAY SAINT LOUIS,14401,4519
BILOXI,28204,4341
BRANDON,20674,3700
BROOKHAVEN,11336,3914
CANTON,14299,4476
CLARKSDALE,17755,5125
CLEVELAND,16107,3617
COLUMBIA,6662,4002
COLUMBUS,11128,4010
CORINTH,20392,3947
EUPORA,12790,4303
FAYETTE,4120,4538
GREENVILLE,12464,4443
GREENWOOD,15491,4480
GRENADA,11042,3804
GULFPORT,28423,4121
HATTIESBURG,14310,4091
HOLLY SPRINGS,10156,4831
HOUSTON,7417,4470
INDIANOLA,7410,4337
IUKA,12494,4148
JACKSON,17623,4357
KOSCIUSKO,8560,4074
LAUREL,8630,3826
LOUISVILLE,9152,5014
LUCEDALE,6048,4207
MAGEE,8745,4076
MAGNOLIA,4132,3678
MCCOMB,7321,4241
MERIDIAN,13905,4270
NATCHEZ,26278,3771
NEW ALBANY,12072,4154
OXFORD,8716,4066
PASCAGOULA,21588,4069
PHILADELPHIA,6574,4256
PICAYUNE,10630,4234
RIPLEY,6210,4435
SENATOBIA,12046,4769
SOUTHAVEN,14410,4311
STARKVILLE,10246,3976
TUPELO,10657,4218
VICKSBURG,23453,4360
WAYNESBORO,5427,4022
WEST POINT,6412,4105
