city,avgCoveredCharges,averagePayments
AMORY,21713,5048
BATESVILLE,16431,5876
BILOXI,38046,5823
BOONEVILLE,15073,6069
BRANDON,39690,5191
BROOKHAVEN,13316,5573
CLARKSDALE,30271,7133
CLEVELAND,17318,4986
COLUMBIA,10149,5559
COLUMBUS,19189,5868
CORINTH,23457,5784
EUPORA,13610,5654
GREENVILLE,14864,6241
GREENWOOD,16755,6343
GRENADA,13930,5331
GULFPORT,37885,6850
HATTIESBURG,22730,5734
HOLLY SPRINGS,14873,6967
HOUSTON,11620,6180
INDIANOLA,7897,6105
IUKA,11211,5420
JACKSON,25216,6036
KOSCIUSKO,10832,5736
LAUREL,12437,5402
LUCEDALE,10652,5713
MAGNOLIA,9122,5185
MCCOMB,13778,6031
MERIDIAN,24201,5832
NATCHEZ,52208,5413
NEW ALBANY,14452,6024
OXFORD,13148,5978
PASCAGOULA,25554,5405
PHILADELPHIA,12272,6017
PICAYUNE,14712,5981
SENATOBIA,15756,6634
SOUTHAVEN,17130,5842
STARKVILLE,17567,5607
TUPELO,15139,5826
VICKSBURG,34955,6740
WATER VALLEY,4617,5852
WAYNESBORO,11409,5652
WEST POINT,9688,5570
