city,avgCoveredCharges,averagePayments
AMORY,8836,3014
BAY SAINT LOUIS,15316,3721
BILOXI,24940,3553
BRANDON,25236,3054
CLARKSDALE,15160,4300
CLEVELAND,10145,3028
COLUMBUS,8588,3416
CORINTH,14230,3292
GREENVILLE,10125,3701
GREENWOOD,11030,3715
GRENADA,8281,3200
GULFPORT,23767,3650
HATTIESBURG,12040,3479
JACKSON,9164,3467
KOSCIUSKO,5833,3363
LAUREL,7595,3223
LUCEDALE,6807,3427
MAGEE,6119,3353
MCCOMB,7333,3601
MERIDIAN,12623,3335
NATCHEZ,19721,3143
OXFORD,9697,3395
PASCAGOULA,17329,3250
PICAYUNE,10290,3517
SOUTHAVEN,11069,3530
TUPELO,8256,3452
VICKSBURG,21251,3973
WAYNESBORO,4289,3290
