city,avgCoveredCharges,averagePayments
ABINGDON,13399,3056
ALEXANDRIA,11147,3532
ARLINGTON,7988,3728
BLACKSBURG,10422,3512
CHARLOTTESVILLE,10478,4712
CHESAPEAKE,10344,3148
CHRISTIANSBURG,12426,3738
CULPEPER,8914,3516
DANVILLE,11438,3776
EMPORIA,17414,3190
FAIRFAX,10062,3943
FALLS CHURCH,10450,4549
FARMVILLE,8008,3348
FISHERSVILLE,6255,3496
FRANKLIN,20278,3649
FREDERICKSBURG,15254,4187
GALAX,9087,3891
GLOUCESTER,9714,2971
HALIFAX,10578,3441
HAMPTON,10793,3336
HARRISONBURG,8412,3602
HOPEWELL,22699,3489
KILMARNOCK,8569,3461
LEBANON,11794,3291
LEESBURG,10107,3535
LOW MOOR,12119,3246
LYNCHBURG,7466,3461
MANASSAS,8094,3692
MARION,12340,3845
MARTINSVILLE,11982,3394
MECHANICSVILLE,12433,3435
MIDLOTHIAN,13661,3538
NASSAWADOX,13174,3167
NEWPORT NEWS,10990,3811
NORFOLK,10773,3771
PENNINGTON GAP,6298,3254
PETERSBURG,26184,3489
PORTSMOUTH,11282,3602
PULASKI,10131,3204
RESTON,13330,4419
RICHLANDS,14776,3109
RICHMOND,16247,4092
ROANOKE,9120,4013
ROCKY MOUNT,9933,3560
SALEM,13739,3024
SOUTH HILL,10594,3060
SUFFOLK,16020,3551
TAPPAHANNOCK,12469,3586
VIRGINIA BEACH,13004,3333
WARRENTON,10808,3327
WILLIAMSBURG,10831,3187
WINCHESTER,7027,3668
WOODBRIDGE,9254,3728
WYTHEVILLE,8900,3666
