city,avgCoveredCharges,averagePayments
ABINGDON,12960,2965
ALEXANDRIA,16366,4264
ARLINGTON,9950,3585
BEDFORD,12726,3113
BIG STONE GAP,9227,3362
CHARLOTTESVILLE,12578,4427
CHESAPEAKE,13066,3023
CHRISTIANSBURG,12694,3706
DANVILLE,10984,3234
EMPORIA,19929,3103
FAIRFAX,13984,3603
FALLS CHURCH,16336,4710
FARMVILLE,6944,3172
FISHERSVILLE,6744,3372
FRANKLIN,17227,3519
FREDERICKSBURG,14635,3499
FRONT ROYAL,7579,4192
GALAX,9718,3569
GLOUCESTER,11468,2865
HAMPTON,10765,3341
HARRISONBURG,8790,3423
HOPEWELL,24910,4233
LEBANON,12523,3212
LEESBURG,11039,3354
LOW MOOR,14325,3103
LYNCHBURG,7920,3360
MANASSAS,9269,3555
MARION,12816,3201
MARTINSVILLE,13433,3206
MECHANICSVILLE,12500,3457
MIDLOTHIAN,10347,3285
NASSAWADOX,12465,3085
NEWPORT NEWS,12723,3673
NORFOLK,12496,3481
NORTON,13441,3377
PENNINGTON GAP,10228,3194
PETERSBURG,29235,3369
PORTSMOUTH,11471,3375
PULASKI,9597,3050
RESTON,15325,3772
RICHLANDS,14865,2989
RICHMOND,24671,4170
ROANOKE,11006,4150
SALEM,18063,3252
SOUTH HILL,14514,2989
STAFFORD,16902,4526
SUFFOLK,16952,3484
TAPPAHANNOCK,11400,4164
VIRGINIA BEACH,15873,3711
WARRENTON,11813,3220
WILLIAMSBURG,12759,3421
WINCHESTER,7793,3579
WOODBRIDGE,10500,3523
