city,avgCoveredCharges,averagePayments
ABINGDON,24053,6270
ALEXANDRIA,20062,7494
ARLINGTON,14700,7386
BEDFORD,21997,6152
BIG STONE GAP,13867,6493
BLACKSBURG,20590,7166
CHARLOTTESVILLE,20594,8791
CHESAPEAKE,17660,6412
CHRISTIANSBURG,23285,6379
CULPEPER,17270,6963
DANVILLE,20693,6784
EMPORIA,34083,6780
FAIRFAX,15478,7072
FALLS CHURCH,20888,8855
FARMVILLE,13546,6053
FISHERSVILLE,11789,6834
FREDERICKSBURG,43770,9091
GALAX,16334,6552
GLOUCESTER,13697,6124
HALIFAX,13798,7159
HAMPTON,22765,7194
HARRISONBURG,12762,6971
HOPEWELL,40045,6576
KILMARNOCK,11675,6996
LEBANON,21992,6559
LEESBURG,20714,7076
LOW MOOR,30127,6902
LYNCHBURG,13683,6659
MANASSAS,18455,7095
MARION,15892,6007
MARTINSVILLE,26280,8783
MECHANICSVILLE,26541,7124
MIDLOTHIAN,24427,6788
NASSAWADOX,15168,6259
NEWPORT NEWS,15727,8000
NORFOLK,21284,7848
NORTON,15735,6304
PETERSBURG,49223,7007
PORTSMOUTH,18168,6992
PULASKI,16920,6165
RESTON,25959,6822
RICHLANDS,24431,6066
RICHMOND,39035,7758
ROANOKE,19196,8514
ROCKY MOUNT,12171,7066
SALEM,25592,6767
SOUTH HILL,20400,6080
STAFFORD,30194,7979
SUFFOLK,22064,6479
TAPPAHANNOCK,17471,6963
TAZEWELL,9007,6791
VIRGINIA BEACH,20106,6106
WARRENTON,18406,6852
WILLIAMSBURG,21020,6495
WINCHESTER,11851,7295
WOODBRIDGE,19782,9753
WYTHEVILLE,13614,7132
