city,avgCoveredCharges,averagePayments
ABINGDON,35939,8124
ALEXANDRIA,24136,9776
ARLINGTON,31902,9924
CHARLOTTESVILLE,48618,14468
CHESAPEAKE,27442,8410
CULPEPER,32853,9475
DANVILLE,36368,8702
FAIRFAX,22540,9219
FALLS CHURCH,28444,11496
FISHERSVILLE,26071,9667
FREDERICKSBURG,43038,11336
HAMPTON,31386,8564
LEESBURG,27338,9986
LYNCHBURG,22585,8842
MECHANICSVILLE,46239,8837
NEWPORT NEWS,32314,8275
NORFOLK,27842,8467
PETERSBURG,66753,9342
PORTSMOUTH,29916,9216
RESTON,34574,9743
RICHMOND,70252,9219
ROANOKE,29937,10125
SALEM,43475,7976
SUFFOLK,31538,8628
VIRGINIA BEACH,25063,8007
WARRENTON,24210,8955
WINCHESTER,18216,10094
