city,avgCoveredCharges,averagePayments
ABINGDON,20479,6064
ALEXANDRIA,17123,6187
ARLINGTON,14433,6515
BIG STONE GAP,12773,5491
BLACKSBURG,12326,5609
CHARLOTTESVILLE,17753,8009
CHESAPEAKE,14934,5590
CHRISTIANSBURG,13105,5653
CULPEPER,16449,6698
DANVILLE,15115,5877
EMPORIA,40425,5758
FAIRFAX,17014,6126
FALLS CHURCH,19175,7841
FARMVILLE,12457,5667
FISHERSVILLE,9976,6427
FRANKLIN,22646,6392
FREDERICKSBURG,18426,5801
FRONT ROYAL,7664,7537
GLOUCESTER,11278,5202
HALIFAX,11337,6072
HAMPTON,16678,5615
HARRISONBURG,12605,6277
HOPEWELL,37174,5991
LEBANON,16448,4986
LEESBURG,15275,6338
LOW MOOR,17131,5780
LYNCHBURG,11704,5999
MANASSAS,13320,6542
MARION,12431,5355
MARTINSVILLE,19943,6283
MECHANICSVILLE,19469,6037
MIDLOTHIAN,20864,6134
NASSAWADOX,16450,5648
NEWPORT NEWS,15220,6686
NORFOLK,17304,6576
NORTON,12529,5316
PENNINGTON GAP,9300,5719
PETERSBURG,45202,6707
PORTSMOUTH,15311,6213
PULASKI,17140,5687
RESTON,20323,5929
RICHLANDS,19598,5404
RICHMOND,28985,7252
ROANOKE,16232,7220
SALEM,24019,5544
SOUTH HILL,15799,5568
STAFFORD,28515,8687
SUFFOLK,19600,5937
TAPPAHANNOCK,14121,6609
VIRGINIA BEACH,22929,6106
WARRENTON,18515,6290
WILLIAMSBURG,16813,5457
WINCHESTER,10160,6263
WOODBRIDGE,16311,6571
WYTHEVILLE,11348,5513
