city,avgCoveredCharges,averagePayments
ABINGDON,22783,5538
ALEXANDRIA,19299,6393
ARLINGTON,13935,6867
BEDFORD,15919,5403
BIG STONE GAP,16706,5891
BLACKSBURG,17547,6026
CHARLOTTESVILLE,18113,7703
CHESAPEAKE,15938,5658
CHRISTIANSBURG,15762,5626
CULPEPER,17562,6268
DANVILLE,19271,5910
EMPORIA,32228,5646
FAIRFAX,17889,6347
FALLS CHURCH,21638,8141
FARMVILLE,12846,5527
FISHERSVILLE,10404,6263
FREDERICKSBURG,25579,6667
FRONT ROYAL,9806,7449
GALAX,18043,6121
GLOUCESTER,15229,5327
HALIFAX,15268,6176
HAMPTON,17371,6315
HARRISONBURG,14709,6375
HOPEWELL,38686,5746
KILMARNOCK,11912,6124
LEBANON,20324,5340
LEESBURG,19214,6436
LOW MOOR,20366,5708
LYNCHBURG,12776,6202
MANASSAS,14912,6537
MARION,20135,5665
MARTINSVILLE,21545,6084
MECHANICSVILLE,19109,6064
MIDLOTHIAN,23856,6117
NASSAWADOX,18234,5316
NEWPORT NEWS,16268,7127
NORFOLK,19272,6624
NORTON,23888,6017
PENNINGTON GAP,14605,5785
PETERSBURG,47594,6534
PORTSMOUTH,17953,6228
PULASKI,21391,5778
RESTON,25742,6054
RICHLANDS,25936,5522
RICHMOND,32604,6581
ROANOKE,15485,7373
ROCKY MOUNT,18166,6406
SALEM,24412,5569
SOUTH HILL,17529,5585
STAFFORD,23538,8494
SUFFOLK,17310,5898
TAPPAHANNOCK,18312,6517
VIRGINIA BEACH,18333,5770
WARRENTON,17688,6006
WILLIAMSBURG,16391,5531
WINCHESTER,9132,6287
WOODBRIDGE,17910,6554
WYTHEVILLE,18915,6407
