city,avgCoveredCharges,averagePayments
ABINGDON,33452,8637
ALEXANDRIA,23809,8199
ARLINGTON,18841,8480
BEDFORD,19318,6962
BIG STONE GAP,15852,7471
BLACKSBURG,21974,7649
CHARLOTTESVILLE,34010,13093
CHESAPEAKE,23248,7201
CHRISTIANSBURG,21312,7613
CULPEPER,20458,7919
DANVILLE,21648,7474
FALLS CHURCH,21482,9959
FARMVILLE,14100,7130
FISHERSVILLE,12632,8090
FRANKLIN,44782,8196
FREDERICKSBURG,37372,8859
FRONT ROYAL,14947,10375
GALAX,22075,7695
GLOUCESTER,18138,6661
HALIFAX,20508,8109
HAMPTON,24547,8272
HARRISONBURG,15421,8213
HOPEWELL,59219,7506
KILMARNOCK,13888,7806
LEBANON,31665,7312
LOW MOOR,28763,10588
LYNCHBURG,17683,7769
MANASSAS,18943,7845
MARION,23781,7030
MARTINSVILLE,27502,8710
MECHANICSVILLE,24347,7882
MIDLOTHIAN,21679,7664
NASSAWADOX,16598,6983
NEWPORT NEWS,22511,8795
NORFOLK,23265,7971
NORTON,19111,7233
PENNINGTON GAP,18124,7649
PETERSBURG,47868,7869
PORTSMOUTH,13689,7804
PULASKI,19093,7273
RICHLANDS,28683,7906
RICHMOND,47006,8381
ROANOKE,20487,9242
ROCKY MOUNT,14721,8360
SALEM,27377,7685
SOUTH HILL,14398,6963
SUFFOLK,27785,7752
TAPPAHANNOCK,17572,8089
VIRGINIA BEACH,28794,7963
WILLIAMSBURG,23380,6936
WINCHESTER,15005,8115
WOODBRIDGE,25941,8818
WYTHEVILLE,15538,8571
