city,avgCoveredCharges,averagePayments
CARSON CITY,40496,11296
ELKO,26921,9467
FALLON,19679,7981
HENDERSON,63487,9978
LAS VEGAS,70459,10577
NORTH LAS VEGAS,70738,11363
RENO,40663,9519
SPARKS,45270,7885
