city,avgCoveredCharges,averagePayments
CONCORD,25503,8477
DERRY,24434,6995
DOVER,26103,7900
EXETER,22737,7644
KEENE,18266,8855
LACONIA,33838,10081
LEBANON,33216,15253
MANCHESTER,25704,8506
NASHUA,21577,8212
PORTSMOUTH,38207,9002
ROCHESTER,19743,7119
