city,avgCoveredCharges,averagePayments
BRIDGEPORT,21226,7020
BRISTOL,13502,5051
DANBURY,14474,6076
DERBY,16600,6100
FARMINGTON,14230,8684
GREENWICH,21216,5621
HARTFORD,15947,6814
MANCHESTER,13544,5025
MERIDEN,13915,5369
MIDDLETOWN,23243,5468
MILFORD,17966,5129
NEW BRITAIN,13938,5799
NEW HAVEN,25255,7338
NEW LONDON,11274,5429
NEW MILFORD,17353,5318
NORWALK,18608,6116
NORWICH,12114,5308
PUTNAM,9782,4858
ROCKVILLE,15631,5200
SHARON,8705,6706
STAFFORD SPRING,16082,5097
STAMFORD,24088,6129
TORRINGTON,8337,5201
WALLINGFORD,4882,4915
WATERBURY,16392,6415
WILLIMANTIC,11576,6765
