city,avgCoveredCharges,averagePayments
BRIDGEPORT,38450,15080
BRISTOL,31364,11760
DANBURY,38118,14204
DERBY,44239,14188
FARMINGTON,28192,20810
GREENWICH,66077,13642
HARTFORD,38033,16250
MANCHESTER,23212,11824
MERIDEN,30530,13315
MIDDLETOWN,46956,13326
MILFORD,32895,12012
NEW BRITAIN,32356,13701
NEW HAVEN,50739,16833
NEW LONDON,29977,12828
NEW MILFORD,43219,14424
NORWALK,39819,14328
NORWICH,27481,13096
PUTNAM,20940,12254
ROCKVILLE,25262,12214
SHARON,44452,17052
STAFFORD SPRING,31790,12308
STAMFORD,66899,15463
TORRINGTON,23452,12385
WATERBURY,45210,14763
WILLIMANTIC,29572,16508
