city,avgCoveredCharges,averagePayments
BRIDGEPORT,18488,6233
BRISTOL,14286,4795
DANBURY,13506,5610
DERBY,15807,5490
FARMINGTON,14735,8329
GREENWICH,18774,5159
HARTFORD,21065,6627
MANCHESTER,14656,4830
MERIDEN,16301,5015
MIDDLETOWN,23475,5120
MILFORD,15183,4705
NEW BRITAIN,14031,5456
NEW HAVEN,19113,6659
NEW LONDON,12843,5007
NEW MILFORD,15577,5058
NORWALK,17847,5809
NORWICH,12477,4879
PUTNAM,10727,4689
ROCKVILLE,15800,5694
SHARON,9852,6515
STAFFORD SPRING,17196,4692
STAMFORD,27252,5649
TORRINGTON,7347,4838
WATERBURY,17923,5889
WILLIMANTIC,13151,6327
