city,avgCoveredCharges,averagePayments
BRIDGEPORT,19070,5985
BRISTOL,16464,4493
DANBURY,12697,5409
DERBY,16142,5215
FARMINGTON,13587,7521
GREENWICH,19526,4948
HARTFORD,16476,6104
MANCHESTER,13062,4704
MERIDEN,12533,4787
MIDDLETOWN,21953,4788
MILFORD,14394,4444
NEW BRITAIN,15707,5151
NEW HAVEN,17717,6105
NEW LONDON,11379,5293
NEW MILFORD,13620,4884
NORWALK,20936,5482
NORWICH,12463,5057
PUTNAM,7789,4407
ROCKVILLE,11836,4492
SHARON,10636,5958
STAMFORD,23302,5332
TORRINGTON,7181,4331
WATERBURY,16000,5585
WILLIMANTIC,12073,6041
