city,avgCoveredCharges,averagePayments
BRIDGEPORT,49703,17735
BRISTOL,31031,12566
DANBURY,32190,15545
DERBY,35269,15330
FARMINGTON,35779,22821
GREENWICH,56017,14913
HARTFORD,41741,18102
MANCHESTER,32859,13535
MERIDEN,30293,13592
MIDDLETOWN,37202,13612
MILFORD,29246,12246
NEW BRITAIN,38778,14597
NEW HAVEN,68965,20408
NEW LONDON,28682,15156
NEW MILFORD,42909,14038
NORWALK,49392,15801
NORWICH,30756,13659
PUTNAM,13055,11178
ROCKVILLE,33763,17003
SHARON,25433,17383
STAFFORD SPRING,42810,13399
STAMFORD,68712,16614
TORRINGTON,16908,13583
WALLINGFORD,8248,11973
WATERBURY,32933,15754
WEST HARTFORD,12122,13521
WILLIMANTIC,19950,16931
