city,avgCoveredCharges,averagePayments
BRIDGEPORT,16534,4972
BRISTOL,13046,3743
DANBURY,10530,4728
DERBY,13076,4586
FARMINGTON,11619,6697
GREENWICH,19110,4111
HARTFORD,14141,5146
MANCHESTER,10749,3865
MERIDEN,12286,3920
MIDDLETOWN,19389,4035
MILFORD,10952,3745
NEW BRITAIN,12026,4373
NEW HAVEN,14869,5684
NEW LONDON,10234,4098
NEW MILFORD,15053,4164
NORWALK,15645,4551
NORWICH,11271,4364
PUTNAM,8319,3754
STAFFORD SPRING,12768,3705
STAMFORD,19032,4495
TORRINGTON,6687,3743
WATERBURY,14636,4748
WILLIMANTIC,11183,5123
