city,avgCoveredCharges,averagePayments
BRIDGEPORT,54264,17350
BRISTOL,28072,12150
DANBURY,36607,15880
DERBY,42584,14684
FARMINGTON,28308,21114
GREENWICH,42359,14108
HARTFORD,46363,18039
MANCHESTER,26114,12344
MERIDEN,31764,13093
MIDDLETOWN,42395,13334
MILFORD,28660,12098
NEW BRITAIN,34115,14440
NEW HAVEN,67112,18503
NEW LONDON,22975,13166
NEW MILFORD,41514,15825
NORWALK,49374,16150
NORWICH,31667,13721
PUTNAM,16439,12042
ROCKVILLE,23603,12425
SHARON,31119,17118
STAFFORD SPRING,24550,11934
STAMFORD,59627,15703
TORRINGTON,17647,12640
WALLINGFORD,8110,11751
WATERBURY,34362,14746
WILLIMANTIC,20702,16091
