city,avgCoveredCharges,averagePayments
ADRIAN,19495,6373
ALMA,12852,9331
ALPENA,23146,7895
ANN ARBOR,27738,10730
BAD AXE,7117,7513
BATTLE CREEK,15500,6891
BAY CITY,15582,6526
BIG RAPIDS,7833,6897
CADILLAC,14103,6304
CARSON CITY,12591,8348
CHELSEA,13421,6575
CLINTON TOWNSHI,13651,7168
COLDWATER,14421,7118
COMMERCE TOWNSH,21913,7629
DEARBORN,19374,8385
DETROIT,22155,10352
ESCANABA,21197,7534
FARMINGTON HILL,16604,9437
FLINT,20365,9600
FREMONT,12212,6993
GARDEN CITY,18495,8632
GRAND BLANC,19678,8900
GRAND HAVEN,12381,6105
GRAND RAPIDS,13464,8337
GRAYLING,14316,6758
GREENVILLE,12156,6695
GROSSE POINTE,16880,7144
HASTINGS,17091,6735
HILLSDALE,15696,7106
HOLLAND,14257,6838
HOWELL,17350,7235
IRON MOUNTAIN,12293,6673
JACKSON,26460,6794
KALAMAZOO,21195,8279
LANSING,25000,8284
LAPEER,17059,6538
LIVONIA,15789,6820
LUDINGTON,18393,7453
MARQUETTE,16284,8160
MARSHALL,20572,6600
MIDLAND,19227,7812
MONROE,20892,7122
MOUNT CLEMENS,14098,7638
MOUNT PLEASANT,13004,6195
MUSKEGON,11616,6982
OWOSSO,20287,6659
PETOSKEY,19777,7560
PONTIAC,18338,9731
PORT HURON,16116,6585
ROCHESTER,23154,7077
ROYAL OAK,21660,8575
SAGINAW,22114,7307
SAULT SAINTE MA,12163,8743
SOUTH HAVEN,11838,8595
SOUTHFIELD,20553,8650
ST JOSEPH,12194,7135
STURGIS,11416,7760
TAWAS CITY,7769,6269
TAYLOR,16942,7061
TRAVERSE CITY,21606,8068
TRENTON,17748,7549
TROY,21371,7195
W BLOOMFIELD,20369,6620
WARREN,17211,7632
WAYNE,16000,7255
WEST BRANCH,8893,6880
WYANDOTTE,15295,13326
WYOMING,11500,7972
ZEELAND,14630,6653
